Temperature_K,Wavelength_nm,n,k,Eg_eV
330,420.0,5.1384,0.16599272317484312,1.1163912075735756
330,430.0,4.9674,0.12982629586314334,1.1163912075735756
330,440.0,4.8233999999999995,0.10562840388462806,1.1163912075735756
330,450.0,4.7024,0.09129522276204138,1.1163912075735756
330,460.0,4.5973999999999995,0.07774863132597651,1.1163912075735756
330,470.0,4.5074,0.06670314773135831,1.1163912075735756
330,480.0,4.4284,0.05777803544058356,1.1163912075735756
330,490.0,4.3604,0.05052441333706438,1.1163912075735756
330,500.0,4.3004,0.044472014848620706,1.1163912075735756
330,510.0,4.2463999999999995,0.03970922670479087,1.1163912075735756
330,520.0,4.1994,0.035923330208533236,1.1163912075735756
330,530.0,4.1564,0.032771293065510215,1.1163912075735756
330,540.0,4.1174,0.03001598984706033,1.1163912075735756
330,550.0,4.0824,0.02763471540844811,1.1163912075735756
330,560.0,4.0504,0.025607207005376918,1.1163912075735756
330,570.0,4.0203999999999995,0.02377043356335461,1.1163912075735756
330,580.0,3.9934,0.022199450882790513,1.1163912075735756
330,590.0,3.9684,0.020854924397896286,1.1163912075735756
